,model,price,spec_score,processor,core_threads,ram,ssd,graphics,display,os,extra_info
269,Dell XPS 13 Plus 9320 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,78,500",71,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB  RAM,1 TB SSD,Intel Iris Xe Graphics,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
270,Asus ZenBook Pro Duo 15 OLED 2022 UX582ZM-H701WS Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,99,990",91,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 3840 x 2160 pixels, Touch Screen",Windows 11 OS,2 Year Warranty
271,Dell Alienware x14 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 4GB Graph),"₹1,69,990",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,512 GB SSD,4 GB NVIDIA GEFORCE RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
272,HP Victus 15-fa0354TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹94,699",63,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
273,HP 15s-fq2671TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,500",55,Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
274,MSI Katana GF66 11UE-861IN Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Home/ 6GB Graph),"₹85,990",74,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
275,Lenovo Yoga Slim 7 Pro 82NC00EWIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹71,990",62,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
276,HP 15s- fr2512TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,890",47,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
277,Lenovo IdeaPad Slim 3 82RK006DIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹43,999",50,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB  RAM,512 GB SSD,‎Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
278,HP Victus 16-e0650AX Gaming Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹71,990",74,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
279,Lenovo V15 82KBA03TIH Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹37,000",50,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
280,Lenovo IdeaPad Gaming 3 82K101B7IN Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹77,750",72,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
281,Dell Inspiron 7420 D560780WIN9S Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹53,906",65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,256 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,Backlit Keyboard
282,Dell Inspiron 7420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹74,990",54,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
283,Dell Inspiron 7620 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹94,500",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
284,Dell Inspiron 7420 2-in-1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),"₹1,02,990",63,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX550,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
285,Asus ROG Strix G15 G513IE-HN040WS Gaming Laptop (Ryzen 7 4800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹85,990",75,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
286,Infinix INBook X1 Slim XL21 Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹46,990",51,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
287,HP 255 G8 62Y23PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),"₹32,083",56,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Vega 8 Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
288,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),"₹66,990",72,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Vega 7,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
289,HP Pavilion 15-eg2036TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹69,990",63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
290,Asus TUF Gaming F17 FX707ZM-HX030WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,09,990",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
291,Asus Vivobook Pro 14 OLED M3400QA-KM702WS Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),"₹64,990",71,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
292,Infinix INBook X1 Slim Series XL21 Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹33,490",47,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
293,Asus TUF Gaming A15 FA506ICB-HN005W Laptop (Ryzen 7 4800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,990",68,4th Gen AMD Ryzen 7 4800H ,"Octa Core, 16 Threads",8 GB DDR4  RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
294,Asus TUF Gaming F15 FX577ZM-HQ067WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,22,990",81,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
295,Acer Aspire Vero AV15-51-5155 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹54,990",66,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
296,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB/ MacOS),"₹1,37,990",45,Apple M2 Apple M2 Chip,Octa Core,8 GB Unified Memory RAM,512 GB SSD,10-Core GPU,"13.6 inches, 2560 x 1664 pixels",Mac OS,1 Year Warranty
297,Asus TUF Gaming F15 FA506IHRB-HN079W Gaming Laptop (AMD Ryzen 5 4600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹55,990",72,4th Gen AMD Ryzen 5 4600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650 ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
298,Asus Vivobook S15 OLED S3502ZA-L502WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹72,000",65,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris XE Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
299,HP Pavilion 14-dv2053TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),"₹62,278",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
300,HP Pavilion 15s-fq5010TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹63,350",62,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
301,Lenovo Ideapad Slim 3 81WB01EBIN Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹36,490",60,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
302,HP Pavilion 15s-FQ5009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹60,500",59,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
303,Samsung Galaxy Book2 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/4GB Graph),"₹79,990",63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB LPDDR4x RAM,512 GB SSD,4 GB Intel Arc A350M Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
304,Asus Strix G15 G513RM-HQ271WS Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,24,990",82,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
305,Dell Inspiron 5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹79,990",73,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
306,Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹70,990",63,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
307,HP Pavilion 15-EG2019TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 2GB Graph),"₹78,200",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX550,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
308,Samsung Galaxy Book2 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹79,990",62,11th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
309,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹64,490",60,12th Gen Intel Core i5 1235U ,"10 Cores, 12 Threads",8 GB LPDDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
310,Dell G15-5511 Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹65,990",67,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
311,Lenovo IdeaPad 3 81WQ00MQIN Laptop (Celeron N4020/ 8GB/ 256GB/ Win11),"₹26,585",51,Intel Celeron  N4020 ,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
312,Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹84,990",67,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
313,HP Pavilion 15-EG2035TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹71,999",67,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
314,Acer Nitro 5 AN515-58 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹76,109",69,12th Gen Intel Core i5 12500H ,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
315,Asus TUF Gaming A15 2021 FA506QM-HN124W Laptop (Ryzen 9 5900HX/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹98,900",75,5th Gen AMD Ryzen 9 5900HX,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
316,Lenovo V15-IGL 82C3A008IH Laptop (Celeron N4020/ 4GB/ 256GB SSD/ DOS),"₹19,990",43,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
317,Dell Latitude 3420 Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win10 Pro),"₹76,900",65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 10  OS
318,Dell Inspiron 3521 Laptop (Pentium N5030/ 8GB/ 256GB SSD/ Win11 Home),"₹32,033",49,Intel Pentium  N5030,Quad Core,8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
319,Dell Vostro 5625 laptop (Ryzen 5-5625U/ 16GB/ 512GB SSD/ Windows 11),"₹62,490",72,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Vega,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
320,HP 240 G8 Laptop (11th Gen Core i5/ 8GB/ 512 GB SSD/ Windows 10 Pro),"₹60,618",51,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
321,Lenovo E41-55 82FJ009JIH Laptop (Athlon Pro 3045B/ 4GB/ 1TB HDD/ DOS),"₹18,990",,AMD Athlon Pro 3045B,"Dual Core, 2 Threads",4 GB  RAM,1 TB Hard Disk,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty,1 USB 3.0 Ports
322,HP Pavilion 15-eh2018AU Laptop (Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),"₹52,490",60,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
323,HP Pavilion 14-ec1003AU Laptop (Ryzen 5/ 8GB/ 512GB SSD/ Win11 Home),"₹51,990",60,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
324,Samsung Galaxy Book2 Pro 360 13 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,13,990",73,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1080 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
325,Dell Vostro 3510 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹54,490",60,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
326,Asus Vivobook 15 X515MA-BR101W Laptop (Pentium Quad Core/ 4GB/ 1TB HDD/ Win11 Home),"₹23,399",48,Intel Pentium  N5030,Quad Core,4 GB DDR4 RAM,1 TB Hard Disk,Intel UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
327,Samsung Galaxy Book2 Pro 360 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,10,990",72,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1080 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
328,Asus Vivobook 13 Slate OLED T3300KA-LQ111WS Laptop (Pentium Silver N6000/ 8GB/ 256GB SSD/ Win11 Home),"₹43,290",54,Intel Pentium Silver  N6000,"Quad Core, 4 Threads",8 GB LPDDR4X  RAM,256 GB SSD,Intel UHD Graphics,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
329,Apple MacBook Air 2020 Z124J002KD Laptop (Apple M1/ 16GB/ 512GB/ MacOS),"₹1,25,990",53,Apple M1 Apple M1 Chip,Octa Core (4P + 4E),16 GB DDR4 RAM,512 GB SSD,Apple M1 Integrated Graphics,"13.3 inches, 2560 x 1600 pixels, Touch Screen",Mac OS,1 Year Warranty
330,HP 14s-fq1089au Laptop (Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),"₹40,300",51,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
331,HP 15s- fq4021TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹55,499",54,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
332,Apple MacBook Air 2020 Z124J001KD Laptop (Apple M1/ 16GB/ 256GB SSD/ MacOS),"₹1,05,990",43,Apple M1 ,Octa Core (4P + 4E),16 GB DDR4 RAM,256 GB SSD,Apple M1 Integrated Graphics,"13.3 inches, 2560 x 1600 pixels",Mac OS,1 Year Warranty
333,HP 15s-eq2143au Laptop (Ryzen 3 5300U/ 8GB/ 512GB SSD/ Windows 11 Home),"₹39,648",56,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
334,Dell Inspiron 3511 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11/ 2GB Graph),"₹62,812",65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,2 GB NVIDIA MX350 ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
335,Lenovo IdeaPad 3 82H801L7IN (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,952",53,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
336,Dell Latitude 7410 Laptop (10th Gen Core i5/ 8GB/ 256GB SSD/ Win10 Pro),"₹77,499",60,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
337,HP Pavilion 15-EC2145AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹64,990",63,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
338,HP Pavilion 15-ec2150AX Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,910",68,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
339,Dell Latitude 5420 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro),"₹1,12,000",61,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
340,HP 14s-dy2506TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹35,490",50,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
341,Lenovo IdeaPad 3 15ITL6 82H801L3IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹36,001",54,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
342,Infinix INBook X1 XL12 Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹46,990",55,10th Gen Intel Core i7 1065G7,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
343,Asus Vivobook X415EA-EB372WS Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹38,990",54,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel UHD Graphics,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS
344,Asus VivoBook 15 2021 X515JA-EJ362WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹32,990",50,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
345,HP Pavilion 15-dk2095TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹61,990",55,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",8 GB  RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
346,Apple MacBook Pro 16 inch MK1A3HN Laptop (M1 Max 10-core CPU/ 32GB/ 1TB SSD/ Mac OS Monterey/ 32-core GPU),"₹2,96,894",61,Apple M1 Max M1 Max,10 Cores,32 GB Unified Memory RAM,1 TB SSD,32-core GPU,"16.2 inches, 3456 x 2234 pixels",Mac OS,1 Year Warranty
